country,group_name,title,content,image,video
Koera,GOT7,NANANA,GOT7( 갓세븐）是韓國JYP娛樂於2014年推出的7人男子團體，由四名韓國成員JAY B、珍榮、榮宰、有謙，及三名外籍成員：美國籍的Mark、香港的Jackson，以及泰國的BamBam所組成，由JAY B擔任隊長。其中JAY B、珍榮在此之前已於2012年作為演員於戲劇中出道，同年並以2人男子團體JJ Project（JJ프로젝트）出道。GOT7於2014年1月16日以《Girls Girls Girls》正式出道，為JYP娛樂時隔6年再次推出的男子團體，出道初期以JYP娛樂首支嘻哈團體為號召，擅長表演「martial arts tricking」，後來則發展出不同的音樂風格，搭配活潑強烈的舞台表演。全員皆會作詞作曲。,https://bucket-img.tnlmedia.com/cabinet/files/consoles/2/teams/2/2022/5/LqZKHaXE3KdCF0Jl22g0oG8YYtqVUYNftRXbue0Q.png,GOT7_NANANA
